[2024-11-02T06:44:15.270+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T06:44:12.920173+00:00 [queued]>
[2024-11-02T06:44:15.279+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T06:44:12.920173+00:00 [queued]>
[2024-11-02T06:44:15.280+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T06:44:15.295+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProducerOperator): generate_txn_fact_data> on 2024-11-02 06:44:12.920173+00:00
[2024-11-02T06:44:15.299+0000] {standard_task_runner.py:57} INFO - Started process 381 to run task
[2024-11-02T06:44:15.302+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-11-02T06:44:12.920173+00:00', '--job-id', '1197', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpdjxxhaa1']
[2024-11-02T06:44:15.305+0000] {standard_task_runner.py:85} INFO - Job 1197: Subtask generate_txn_fact_data
[2024-11-02T06:44:15.351+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T06:44:12.920173+00:00 [running]> on host 5e812a6a7c02
[2024-11-02T06:44:15.426+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='minhtranquang' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-11-02T06:44:12.920173+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-11-02T06:44:12.920173+00:00'
[2024-11-02T06:44:15.429+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2024-11-02T06:44:15.429+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T06:44:15.431+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2024-11-02T06:44:15.533+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T06:44:15.533+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T06:44:15.688+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2024-11-02T06:44:15.689+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2024-11-02T06:44:15.690+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2024-11-02T06:44:15.897+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1724741055536, 'account_id': 'A00060', 'customer_id': 'C00018', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00061', 'transaction_amount': 5512.13, 'exchange_rate': 0.8065}
[2024-11-02T06:44:15.976+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000064', 'transaction_date': 1728801855976, 'account_id': 'A00068', 'customer_id': 'C00036', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00051', 'transaction_amount': 1668.37, 'exchange_rate': 1.0482}
[2024-11-02T06:44:15.977+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000065', 'transaction_date': 1704350655977, 'account_id': 'A00025', 'customer_id': 'C00011', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00080', 'transaction_amount': 2490.06, 'exchange_rate': 1.2096}
[2024-11-02T06:44:15.978+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000066', 'transaction_date': 1716273855978, 'account_id': 'A00018', 'customer_id': 'C00006', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00069', 'transaction_amount': 2351.26, 'exchange_rate': 0.8026}
[2024-11-02T06:44:15.979+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000067', 'transaction_date': 1714373055979, 'account_id': 'A00022', 'customer_id': 'C00099', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00061', 'transaction_amount': 7202.81, 'exchange_rate': 1.1765}
[2024-11-02T06:44:15.981+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000068', 'transaction_date': 1703659455981, 'account_id': 'A00042', 'customer_id': 'C00018', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00098', 'transaction_amount': 6400.82, 'exchange_rate': 0.7178}
[2024-11-02T06:44:15.982+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000069', 'transaction_date': 1715841855982, 'account_id': 'A00077', 'customer_id': 'C00070', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00065', 'transaction_amount': 5215.0, 'exchange_rate': 0.9508}
[2024-11-02T06:44:15.984+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000070', 'transaction_date': 1704609855984, 'account_id': 'A00084', 'customer_id': 'C00024', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00058', 'transaction_amount': 7992.6, 'exchange_rate': 0.7907}
[2024-11-02T06:44:15.985+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000071', 'transaction_date': 1714113855985, 'account_id': 'A00025', 'customer_id': 'C00050', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00017', 'transaction_amount': 2807.93, 'exchange_rate': 1.3542}
[2024-11-02T06:44:15.986+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000072', 'transaction_date': 1724654655986, 'account_id': 'A00010', 'customer_id': 'C00055', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00016', 'transaction_amount': 9595.28, 'exchange_rate': 0.9688}
[2024-11-02T06:44:15.987+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000073', 'transaction_date': 1708065855987, 'account_id': 'A00003', 'customer_id': 'C00001', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00057', 'transaction_amount': 4547.36, 'exchange_rate': 1.0418}
[2024-11-02T06:44:15.989+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000074', 'transaction_date': 1715150655988, 'account_id': 'A00015', 'customer_id': 'C00012', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00036', 'transaction_amount': 8606.08, 'exchange_rate': 1.3484}
[2024-11-02T06:44:15.990+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000075', 'transaction_date': 1728715455989, 'account_id': 'A00039', 'customer_id': 'C00038', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00071', 'transaction_amount': 3508.13, 'exchange_rate': 0.9963}
[2024-11-02T06:44:15.991+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000076', 'transaction_date': 1708929855991, 'account_id': 'A00031', 'customer_id': 'C00039', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00017', 'transaction_amount': 54.0, 'exchange_rate': 0.6481}
[2024-11-02T06:44:15.992+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000077', 'transaction_date': 1713163455992, 'account_id': 'A00090', 'customer_id': 'C00007', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00094', 'transaction_amount': 3391.24, 'exchange_rate': 1.1315}
[2024-11-02T06:44:15.993+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000078', 'transaction_date': 1725000255993, 'account_id': 'A00038', 'customer_id': 'C00096', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00029', 'transaction_amount': 5827.98, 'exchange_rate': 1.4539}
[2024-11-02T06:44:15.994+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000079', 'transaction_date': 1721285055994, 'account_id': 'A00067', 'customer_id': 'C00052', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00072', 'transaction_amount': 8126.77, 'exchange_rate': 0.7153}
[2024-11-02T06:44:15.995+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000080', 'transaction_date': 1702709055995, 'account_id': 'A00087', 'customer_id': 'C00044', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00093', 'transaction_amount': 634.35, 'exchange_rate': 1.0581}
[2024-11-02T06:44:15.996+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000081', 'transaction_date': 1713681855996, 'account_id': 'A00041', 'customer_id': 'C00085', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00083', 'transaction_amount': 8413.06, 'exchange_rate': 1.0242}
[2024-11-02T06:44:15.998+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000082', 'transaction_date': 1716187455997, 'account_id': 'A00085', 'customer_id': 'C00025', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00035', 'transaction_amount': 8673.38, 'exchange_rate': 0.5514}
[2024-11-02T06:44:15.999+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000083', 'transaction_date': 1705646655999, 'account_id': 'A00020', 'customer_id': 'C00070', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00096', 'transaction_amount': 8813.32, 'exchange_rate': 1.1908}
[2024-11-02T06:44:16.001+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000084', 'transaction_date': 1700030656001, 'account_id': 'A00045', 'customer_id': 'C00057', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00046', 'transaction_amount': 5716.85, 'exchange_rate': 0.8334}
[2024-11-02T06:44:16.002+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000085', 'transaction_date': 1702795456002, 'account_id': 'A00004', 'customer_id': 'C00039', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00016', 'transaction_amount': 5360.45, 'exchange_rate': 0.5171}
[2024-11-02T06:44:16.003+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000086', 'transaction_date': 1712817856003, 'account_id': 'A00100', 'customer_id': 'C00093', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00073', 'transaction_amount': 8118.84, 'exchange_rate': 0.5476}
[2024-11-02T06:44:16.004+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000087', 'transaction_date': 1700894656004, 'account_id': 'A00005', 'customer_id': 'C00044', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00065', 'transaction_amount': 6827.97, 'exchange_rate': 0.6368}
[2024-11-02T06:44:16.005+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000088', 'transaction_date': 1721371456005, 'account_id': 'A00026', 'customer_id': 'C00059', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00098', 'transaction_amount': 6318.69, 'exchange_rate': 0.7011}
[2024-11-02T06:44:16.007+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000089', 'transaction_date': 1700289856006, 'account_id': 'A00070', 'customer_id': 'C00026', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00025', 'transaction_amount': 2869.49, 'exchange_rate': 1.2306}
[2024-11-02T06:44:16.008+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000090', 'transaction_date': 1707461056007, 'account_id': 'A00074', 'customer_id': 'C00072', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00094', 'transaction_amount': 5201.19, 'exchange_rate': 0.8211}
[2024-11-02T06:44:16.009+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000091', 'transaction_date': 1701240256009, 'account_id': 'A00029', 'customer_id': 'C00046', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00021', 'transaction_amount': 8734.19, 'exchange_rate': 1.2505}
[2024-11-02T06:44:16.010+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000092', 'transaction_date': 1722149056009, 'account_id': 'A00098', 'customer_id': 'C00070', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00096', 'transaction_amount': 8974.92, 'exchange_rate': 0.7884}
[2024-11-02T06:44:16.011+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000093', 'transaction_date': 1702795456011, 'account_id': 'A00043', 'customer_id': 'C00045', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00044', 'transaction_amount': 602.04, 'exchange_rate': 1.4998}
[2024-11-02T06:44:16.012+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000094', 'transaction_date': 1700117056012, 'account_id': 'A00073', 'customer_id': 'C00078', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00036', 'transaction_amount': 1670.79, 'exchange_rate': 1.377}
[2024-11-02T06:44:16.013+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000095', 'transaction_date': 1717137856013, 'account_id': 'A00093', 'customer_id': 'C00084', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00095', 'transaction_amount': 6140.96, 'exchange_rate': 0.8907}
[2024-11-02T06:44:16.015+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000096', 'transaction_date': 1719038656014, 'account_id': 'A00031', 'customer_id': 'C00060', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00086', 'transaction_amount': 1145.74, 'exchange_rate': 0.5738}
[2024-11-02T06:44:16.017+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000097', 'transaction_date': 1713768256016, 'account_id': 'A00077', 'customer_id': 'C00040', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00038', 'transaction_amount': 4643.63, 'exchange_rate': 1.3846}
[2024-11-02T06:44:16.018+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000098', 'transaction_date': 1709361856018, 'account_id': 'A00052', 'customer_id': 'C00022', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00014', 'transaction_amount': 4976.66, 'exchange_rate': 0.9864}
[2024-11-02T06:44:16.019+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000099', 'transaction_date': 1726901056019, 'account_id': 'A00028', 'customer_id': 'C00051', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00022', 'transaction_amount': 3390.19, 'exchange_rate': 1.4301}
[2024-11-02T06:44:16.020+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000100', 'transaction_date': 1716705856020, 'account_id': 'A00084', 'customer_id': 'C00009', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00088', 'transaction_amount': 9981.05, 'exchange_rate': 0.7221}
[2024-11-02T06:44:16.022+0000] {kafka_operator.py:63} INFO - 100 transaction records has been sent to kafka topic transaction_facts
[2024-11-02T06:44:16.023+0000] {conn.py:919} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2024-11-02T06:44:16.031+0000] {taskinstance.py:1398} INFO - Marking task as SUCCESS. dag_id=transaction_facts_generator, task_id=generate_txn_fact_data, execution_date=20241102T064412, start_date=20241102T064415, end_date=20241102T064416
[2024-11-02T06:44:16.077+0000] {local_task_job_runner.py:228} INFO - Task exited with return code 0
[2024-11-02T06:44:16.096+0000] {taskinstance.py:2776} INFO - 0 downstream tasks scheduled from follow-on schedule check
